cve_id,state,days_public,hours_public,public_date,public_date_origin,clock_known,rule,rule_strength,rule_certainty,rule_basis,self_disclosed,owner_nameable,veto_evaluated,clock_origin,advisory_date,advisory_days_public,sources,feed_count,refs,source_urls,package,ecosystem,description,state_verified_this_run
CVE-2026-53613,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"alas,csaf,debian,ghsa-repos,redhat,ubuntu-osv",6,alas:CVE-2026-53613;csaf:SUSE Product Security Team	openSUSE-SU-2026:11408-1	https://ftp.suse.com/pub/projects/security/csaf/opensuse-su-2026_11408-1.json;debian:util-linux;ghsa-repos:util-linux/util-linux	GHSA-8gj5-72r3-428g;redhat:CVE-2026-53613;ub,"{""alas"": ""https://explore.alas.aws.amazon.com/CVE-2026-53613.html"", ""csaf"": ""https://ftp.suse.com/pub/projects/security/csaf/opensuse-su-2026_11408-1.json"", ""debian"": ""https://security-tracker.debian.org/tracker/CVE-2026-53613"", ""ghsa-repos"": ""https://github.com/util-linux/util-linux/security/advisories/GHSA-8gj5-72r3-428g"", ""redhat"": ""https://access.redhat.com/security/cve/CVE-2026-53613"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2026-53613""}",util-linux,,Local Privilege Escalation via TOCTOU in mount(8) - Target Path Redirection,true
CVE-2026-53615,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"alas,csaf,debian,ghsa-repos,ubuntu-osv",5,alas:CVE-2026-53615;csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2026-2938	https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-2938.json;debian:util-linux;ghsa-repos:util-linux/util-linux	GHSA-h4rw-gv36-wmp5;ubun,"{""alas"": ""https://explore.alas.aws.amazon.com/CVE-2026-53615.html"", ""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-2938.json"", ""debian"": ""https://security-tracker.debian.org/tracker/CVE-2026-53615"", ""ghsa-repos"": ""https://github.com/util-linux/util-linux/security/advisories/GHSA-h4rw-gv36-wmp5"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2026-53615""}",util-linux,,Integer Overflow or Wraparound in libblkid/src/partitions/dos.c,true
CVE-2026-44778,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"ghsa,ghsa-repos,osv",3,ghsa-repos:inspektor-gadget/inspektor-gadget	GHSA-7cfq-5mhv-jrp9;ghsa:GHSA-7cfq-5mhv-jrp9;osv:Go:github.com/inspektor-gadget/inspektor-gadget,"{""ghsa"": ""https://github.com/advisories/GHSA-7cfq-5mhv-jrp9"", ""ghsa-repos"": ""https://github.com/inspektor-gadget/inspektor-gadget/security/advisories/GHSA-7cfq-5mhv-jrp9"", ""osv"": ""https://osv.dev/list?q=CVE-2026-44778""}",github.com/inspektor-gadget/inspektor-gadget,Go,Inspektor Gadget: Unprivileged container can crash USDT note parser via crafted ELF (no shipped gadget affected),true
CVE-2026-55837,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"ghsa,ghsa-repos,osv",3,ghsa-repos:dbt-labs/dbt-mcp	GHSA-jr33-mw75-7j8f;ghsa:GHSA-jr33-mw75-7j8f;osv:PyPI:dbt-mcp,"{""ghsa"": ""https://github.com/advisories/GHSA-jr33-mw75-7j8f"", ""ghsa-repos"": ""https://github.com/dbt-labs/dbt-mcp/security/advisories/GHSA-jr33-mw75-7j8f"", ""osv"": ""https://osv.dev/list?q=CVE-2026-55837""}",dbt-mcp,PyPI,dbt MCP Server: Unauthenticated OAuth Context Endpoint Leaks dbt Platform Tokens,true
CVE-2026-55795,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"ghsa,ghsa-repos,osv",3,ghsa-repos:craftcms/commerce	GHSA-h5gm-x9wr-vhcm;ghsa:GHSA-h5gm-x9wr-vhcm;osv:Packagist:craftcms/commerce,"{""ghsa"": ""https://github.com/advisories/GHSA-h5gm-x9wr-vhcm"", ""ghsa-repos"": ""https://github.com/craftcms/commerce/security/advisories/GHSA-h5gm-x9wr-vhcm"", ""osv"": ""https://osv.dev/list?q=CVE-2026-55795""}",craftcms/commerce,Packagist,Craft Commerce: Coupon Code Brute-Force via Rate Limit Bypass,true
CVE-2026-55887,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"ghsa,ghsa-repos,osv",3,ghsa-repos:docker/mcp-gateway	GHSA-r2xf-7jw5-pjg6;ghsa:GHSA-r2xf-7jw5-pjg6;osv:Go:github.com/docker/mcp-gateway,"{""ghsa"": ""https://github.com/advisories/GHSA-r2xf-7jw5-pjg6"", ""ghsa-repos"": ""https://github.com/docker/mcp-gateway/security/advisories/GHSA-r2xf-7jw5-pjg6"", ""osv"": ""https://osv.dev/list?q=CVE-2026-55887""}",github.com/docker/mcp-gateway,Go,Docker MCP Gateway: Argument injection via OCI image label YAML,true
CVE-2026-53941,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"ghsa,ghsa-repos,osv",3,ghsa-repos:inspektor-gadget/inspektor-gadget	GHSA-vjhx-2cqw-3q6q;ghsa:GHSA-vjhx-2cqw-3q6q;osv:Go:github.com/inspektor-gadget/inspektor-gadget,"{""ghsa"": ""https://github.com/advisories/GHSA-vjhx-2cqw-3q6q"", ""ghsa-repos"": ""https://github.com/inspektor-gadget/inspektor-gadget/security/advisories/GHSA-vjhx-2cqw-3q6q"", ""osv"": ""https://osv.dev/list?q=CVE-2026-53941""}",github.com/inspektor-gadget/inspektor-gadget,Go,Uprobe gadgets: unprivileged container's ld.so.cache causes high CPU utilization and container startup DoS,true
CVE-2026-55842,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Erudika/scoold	GHSA-q684-4jqv-c63c,"{""ghsa-repos"": ""https://github.com/Erudika/scoold/security/advisories/GHSA-q684-4jqv-c63c""}",,,Erudika/scoold repository advisory GHSA-q684-4jqv-c63c,true
CVE-2026-55840,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Erudika/scoold	GHSA-85fm-6f2v-74pq,"{""ghsa-repos"": ""https://github.com/Erudika/scoold/security/advisories/GHSA-85fm-6f2v-74pq""}",,,Erudika/scoold repository advisory GHSA-85fm-6f2v-74pq,true
CVE-2026-55835,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Lookyloo/lookyloo	GHSA-66gj-hmcp-5cfj,"{""ghsa-repos"": ""https://github.com/Lookyloo/lookyloo/security/advisories/GHSA-66gj-hmcp-5cfj""}",,,Lookyloo/lookyloo repository advisory GHSA-66gj-hmcp-5cfj,true
CVE-2026-54694,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:NationalSecurityAgency/skills-service	GHSA-hqfg-c8wf-w2g8,"{""ghsa-repos"": ""https://github.com/NationalSecurityAgency/skills-service/security/advisories/GHSA-hqfg-c8wf-w2g8""}",,,NationalSecurityAgency/skills-service repository advisory GHSA-hqfg-c8wf-w2g8,true
CVE-2026-55480,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"csaf,ghsa-repos",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2026-1968	https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1968.json;ghsa-repos:OpenPrinting/cups	GHSA-jj94-x3qh-ffp9,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1968.json"", ""ghsa-repos"": ""https://github.com/OpenPrinting/cups/security/advisories/GHSA-jj94-x3qh-ffp9""}",,,OpenPrinting/cups repository advisory GHSA-jj94-x3qh-ffp9,true
CVE-2026-54631,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Part-DB/Part-DB-server	GHSA-99pw-2v29-v4wc,"{""ghsa-repos"": ""https://github.com/Part-DB/Part-DB-server/security/advisories/GHSA-99pw-2v29-v4wc""}",,,Part-DB/Part-DB-server repository advisory GHSA-99pw-2v29-v4wc,true
CVE-2026-54630,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Part-DB/Part-DB-server	GHSA-w5m7-3xf7-6g7g,"{""ghsa-repos"": ""https://github.com/Part-DB/Part-DB-server/security/advisories/GHSA-w5m7-3xf7-6g7g""}",,,Part-DB/Part-DB-server repository advisory GHSA-w5m7-3xf7-6g7g,true
CVE-2026-54615,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Part-DB/Part-DB-server	GHSA-gp89-jfq9-x8r9,"{""ghsa-repos"": ""https://github.com/Part-DB/Part-DB-server/security/advisories/GHSA-gp89-jfq9-x8r9""}",,,Part-DB/Part-DB-server repository advisory GHSA-gp89-jfq9-x8r9,true
CVE-2026-54915,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Tautulli/Tautulli	GHSA-7c9r-fhj9-87xm,"{""ghsa-repos"": ""https://github.com/Tautulli/Tautulli/security/advisories/GHSA-7c9r-fhj9-87xm""}",,,Tautulli/Tautulli repository advisory GHSA-7c9r-fhj9-87xm,true
CVE-2026-52835,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Tautulli/Tautulli	GHSA-8ww5-pp25-3jm8,"{""ghsa-repos"": ""https://github.com/Tautulli/Tautulli/security/advisories/GHSA-8ww5-pp25-3jm8""}",,,Tautulli/Tautulli repository advisory GHSA-8ww5-pp25-3jm8,true
CVE-2026-49995,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Tautulli/Tautulli	GHSA-r6pg-vqxj-v75j,"{""ghsa-repos"": ""https://github.com/Tautulli/Tautulli/security/advisories/GHSA-r6pg-vqxj-v75j""}",,,Tautulli/Tautulli repository advisory GHSA-r6pg-vqxj-v75j,true
CVE-2026-45381,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:Tautulli/Tautulli	GHSA-mjvc-6cc2-6ffr,"{""ghsa-repos"": ""https://github.com/Tautulli/Tautulli/security/advisories/GHSA-mjvc-6cc2-6ffr""}",,,Tautulli/Tautulli repository advisory GHSA-mjvc-6cc2-6ffr,true
CVE-2026-55103,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:discourse/discourse-activity-pub	GHSA-jw39-rch6-mhwf,"{""ghsa-repos"": ""https://github.com/discourse/discourse-activity-pub/security/advisories/GHSA-jw39-rch6-mhwf""}",,,discourse/discourse-activity-pub repository advisory GHSA-jw39-rch6-mhwf,true
CVE-2026-55796,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:frappe/hrms	GHSA-c32r-q985-64xr,"{""ghsa-repos"": ""https://github.com/frappe/hrms/security/advisories/GHSA-c32r-q985-64xr""}",,,frappe/hrms repository advisory GHSA-c32r-q985-64xr,true
CVE-2026-54657,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:open-zaak/open-zaak	GHSA-f29q-7rpr-jmjx,"{""ghsa-repos"": ""https://github.com/open-zaak/open-zaak/security/advisories/GHSA-f29q-7rpr-jmjx""}",,,open-zaak/open-zaak repository advisory GHSA-f29q-7rpr-jmjx,true
CVE-2026-55836,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:open-zaak/open-zaak	GHSA-x5cj-23hr-5r54,"{""ghsa-repos"": ""https://github.com/open-zaak/open-zaak/security/advisories/GHSA-x5cj-23hr-5r54""}",,,open-zaak/open-zaak repository advisory GHSA-x5cj-23hr-5r54,true
CVE-2026-55897,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:openwrt/luci	GHSA-vj96-f37g-37f6,"{""ghsa-repos"": ""https://github.com/openwrt/luci/security/advisories/GHSA-vj96-f37g-37f6""}",,,openwrt/luci repository advisory GHSA-vj96-f37g-37f6,true
CVE-2026-55862,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:pupnp/pupnp	GHSA-25cx-xv8x-j247,"{""ghsa-repos"": ""https://github.com/pupnp/pupnp/security/advisories/GHSA-25cx-xv8x-j247""}",,,pupnp/pupnp repository advisory GHSA-25cx-xv8x-j247,true
CVE-2026-54238,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,ghsa-repos,1,ghsa-repos:supabase/realtime	GHSA-hg9h-6mhq-6c2v,"{""ghsa-repos"": ""https://github.com/supabase/realtime/security/advisories/GHSA-hg9h-6mhq-6c2v""}",,,supabase/realtime repository advisory GHSA-hg9h-6mhq-6c2v,true
CVE-2026-46655,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,"csaf,redhat",2,csaf:Red Hat Product Security	CVE-2026-46655	https://security.access.redhat.com/data/csaf/v2/vex/2026/cve-2026-46655.json;redhat:CVE-2026-46655,"{""csaf"": ""https://security.access.redhat.com/data/csaf/v2/vex/2026/cve-2026-46655.json"", ""redhat"": ""https://access.redhat.com/security/cve/CVE-2026-46655""}",CVE-2026-46655,,virtio-win: viosock.sys: integer overflow in VIOSockSelect leads to heap-based buffer overflow,true
CVE-2025-68405,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2026-1966	https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1966.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1966.json""}",,,CVE-2025-68405,true
CVE-2026-55453,RESERVED,79,1896,2026-06-16,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-16,79,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2026-1968	https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1968.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-1968.json""}",,,CVE-2026-55453,true
CVE-2026-54711,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:Aiven-Open/pghoard	GHSA-mpx4-jmpr-vm8v;ghsa:GHSA-mpx4-jmpr-vm8v;osv:PyPI:pghoard,"{""ghsa"": ""https://github.com/advisories/GHSA-mpx4-jmpr-vm8v"", ""ghsa-repos"": ""https://github.com/Aiven-Open/pghoard/security/advisories/GHSA-mpx4-jmpr-vm8v"", ""osv"": ""https://osv.dev/list?q=CVE-2026-54711""}",pghoard,PyPI,PGHoard: Password written to debug log,true
CVE-2026-47256,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:open-telemetry/opentelemetry-collector-contrib	GHSA-4jvg-4jfx-fmhc;ghsa:GHSA-4jvg-4jfx-fmhc;osv:Go:github.com/open-telemetry/opentelemetry-collector-contrib/exporter/sentryexporter,"{""ghsa"": ""https://github.com/advisories/GHSA-4jvg-4jfx-fmhc"", ""ghsa-repos"": ""https://github.com/open-telemetry/opentelemetry-collector-contrib/security/advisories/GHSA-4jvg-4jfx-fmhc"", ""osv"": ""https://osv.dev/list?q=CVE-2026-47256""}",github.com/open-telemetry/opentelemetry-collector-contrib/exporter/sentryexporter,Go,opentelemetry-collector-contrib sentryexporter: Path traversal in Sentry exporter via attacker-controlled service.name reaches privileged Sentry API endpoints with operator bearer token,true
CVE-2026-57147,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-cwj8-7gp2-ggcw;ghsa:GHSA-cwj8-7gp2-ggcw;osv:PyPI:praisonai-platform,"{""ghsa"": ""https://github.com/advisories/GHSA-cwj8-7gp2-ggcw"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-cwj8-7gp2-ggcw"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57147""}",praisonai-platform,PyPI,praisonai-platform: default JWT signing secret 'dev-secret-change-me' enables token forgery,true
CVE-2026-57144,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-6jcq-6546-qrrw;ghsa:GHSA-6jcq-6546-qrrw;osv:PyPI:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-6jcq-6546-qrrw"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-6jcq-6546-qrrw"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57144""}",praisonai,PyPI,PraisonAI SandlockSandbox falls back to unrestricted subprocess execution when Landlock is unavailable,true
CVE-2026-57132,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-8ccj-p46r-jwqq;ghsa:GHSA-8ccj-p46r-jwqq;osv:PyPI:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-8ccj-p46r-jwqq"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-8ccj-p46r-jwqq"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57132""}",praisonai,PyPI,PraisonAI: PRAISONAI_CALL_AUTH=disabled environment variable unconditionally disables authentication,true
CVE-2026-57143,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-4pcv-mg8v-vrgf;ghsa:GHSA-4pcv-mg8v-vrgf;osv:PyPI:praisonaiagents,"{""ghsa"": ""https://github.com/advisories/GHSA-4pcv-mg8v-vrgf"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-4pcv-mg8v-vrgf"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57143""}",praisonaiagents,PyPI,PraisonAI: Server-Side Request Forgery (SSRF) in SearxNG / search_web tools via attacker-controlled searxng_url parameter,true
CVE-2026-57148,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-f38v-77qj-h4jq;ghsa:GHSA-f38v-77qj-h4jq;osv:PyPI:praisonai-platform,"{""ghsa"": ""https://github.com/advisories/GHSA-f38v-77qj-h4jq"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-f38v-77qj-h4jq"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57148""}",praisonai-platform,PyPI,praisonai-platform 0.1.4 still boots on the hardcoded JWT secret dev-secret-change-me (default-open production guard),true
CVE-2026-57145,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-29w3-p9w9-wc47;ghsa:GHSA-29w3-p9w9-wc47;osv:PyPI:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-29w3-p9w9-wc47"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-29w3-p9w9-wc47"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57145""}",praisonai,PyPI,PraisonAI: Arbitrary File Read/Write via `multiedit` Tool Without Path Validation,true
CVE-2026-57146,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-jxcw-qp4h-6jfq;ghsa:GHSA-jxcw-qp4h-6jfq;osv:PyPI:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-jxcw-qp4h-6jfq"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-jxcw-qp4h-6jfq"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57146""}",praisonai,PyPI,PraisonAI A2U incomplete authentication fix leaves current serve command unauthenticated by default,true
CVE-2026-57142,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-7qw2-w5rc-37x2;ghsa:GHSA-7qw2-w5rc-37x2;osv:PyPI:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-7qw2-w5rc-37x2"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-7qw2-w5rc-37x2"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57142""}",praisonai,PyPI,PraisonAI recipe workflow policy can be bypassed by declaring and YAML-approving dangerous tools outside TEMPLATE.yaml,true
CVE-2026-57133,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-5jv7-2mjm-h6qj;ghsa:GHSA-5jv7-2mjm-h6qj;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-5jv7-2mjm-h6qj"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-5jv7-2mjm-h6qj"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57133""}",praisonai,npm,npm PraisonAI utility shell safe-command wrapper allowlist bypass via shell chaining,true
CVE-2026-57137,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-h2w2-v7j6-xqm4;ghsa:GHSA-h2w2-v7j6-xqm4;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-h2w2-v7j6-xqm4"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-h2w2-v7j6-xqm4"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57137""}",praisonai,npm,npm PraisonAI AgentLoop onToolCall approval runs after tool execution,true
CVE-2026-57139,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-j4f3-55x4-r6q2;ghsa:GHSA-j4f3-55x4-r6q2;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-j4f3-55x4-r6q2"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-j4f3-55x4-r6q2"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57139""}",praisonai,npm,npm PraisonAI MCPServer exposes unauthenticated HTTP tools/call,true
CVE-2026-57140,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-9752-mhqh-h34f;ghsa:GHSA-9752-mhqh-h34f;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-9752-mhqh-h34f"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-9752-mhqh-h34f"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57140""}",praisonai,npm,npm PraisonAI AgentOS exposes unauthenticated agent listing and invocation,true
CVE-2026-57141,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-p69m-4f92-2v84;ghsa:GHSA-p69m-4f92-2v84;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-p69m-4f92-2v84"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-p69m-4f92-2v84"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57141""}",praisonai,npm,PraisonAI: Remote Code Execution via Sandbox Escape in `codeMode` Tool,true
CVE-2026-57136,RESERVED,78,1872,2026-06-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2026-06-17,78,"ghsa,ghsa-repos,osv",3,ghsa-repos:MervinPraison/PraisonAI	GHSA-vjv9-7m7j-h833;ghsa:GHSA-vjv9-7m7j-h833;osv:npm:praisonai,"{""ghsa"": ""https://github.com/advisories/GHSA-vjv9-7m7j-h833"", ""ghsa-repos"": ""https://github.com/MervinPraison/PraisonAI/security/advisories/GHSA-vjv9-7m7j-h833"", ""osv"": ""https://osv.dev/list?q=CVE-2026-57136""}",praisonai,npm,npm PraisonAI SandboxExecutor allowedCommands bypass via shell chaining,true
