cve_id,state,vendor,package,ecosystem,owner,owner_nameable,owner_tier,owner_method,self_disclosed,rule,rule_strength,rule_basis,days_public,hours_public,past_expectation,public_date,feed_count,sources,advisory_url,refs,description
CVE-2026-56840,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-63v4-w882-g4x2,ghsa:GHSA-63v4-w882-g4x2;osv:PyPI:praisonai,"PraisonAI: HTTPApproval dashboard renders tool arguments as raw HTML, allowing approval-page XSS to approve dangerous tools"
CVE-2026-56837,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-fc26-m9pf-v56q,ghsa:GHSA-fc26-m9pf-v56q;osv:PyPI:praisonai,PraisonAI LinearBot processes unsigned webhooks when LINEAR_WEBHOOK_SECRET is missing
CVE-2026-56834,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-j7qx-p75m-wp7g,ghsa:GHSA-j7qx-p75m-wp7g;osv:PyPI:praisonai,PraisonAI dynamic-context artifact tools read arbitrary host files outside artifact storage
CVE-2026-56835,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-qvpf-j64c-jmhr,ghsa:GHSA-qvpf-j64c-jmhr;osv:PyPI:praisonai,PraisonAI Slack app_mention bypasses configured user/channel authorization
CVE-2026-56836,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-5qw8-f2g9-ff29,ghsa:GHSA-5qw8-f2g9-ff29;osv:PyPI:praisonai,PraisonAI recipe serve Typer command bypasses the non-localhost authentication guard
CVE-2026-57112,RESERVED,,praisonaiagents,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-vmf9-xx9w-86wx,ghsa:GHSA-vmf9-xx9w-86wx;osv:PyPI:praisonaiagents,PraisonAI ToolsMCPServer legacy SSE transport accepts attacker Host/Origin and exposes registered tools
CVE-2026-56833,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-22cj-m4wf-fv2c,ghsa:GHSA-22cj-m4wf-fv2c;osv:PyPI:praisonai,PraisonAI Dynamic Context history and terminal tools read files outside configured storage via path traversal
CVE-2026-56832,RESERVED,,praisonai,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-8579-rgg5-ph2m,ghsa:GHSA-8579-rgg5-ph2m;osv:PyPI:praisonai,PraisonAI DiscordApproval accepts unrelated channel messages as dangerous-tool approvals
CVE-2026-57128,RESERVED,,praisonaiagents,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-35w5-pcw4-jx94,ghsa:GHSA-35w5-pcw4-jx94;osv:PyPI:praisonaiagents,PraisonAI: Unauthenticated Event Injection via SSE `/publish` Endpoint
CVE-2026-55617,RESERVED,,hydrooj,npm,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-94jp-7776-qj6q,ghsa:GHSA-94jp-7776-qj6q;osv:npm:hydrooj,Hydro: Insufficient session expiration when recreating sessions
CVE-2026-55887,RESERVED,,github.com/docker/mcp-gateway,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,63,1512,True,2026-06-18,2,"ghsa,osv",https://github.com/advisories/GHSA-r2xf-7jw5-pjg6,ghsa:GHSA-r2xf-7jw5-pjg6;osv:Go:github.com/docker/mcp-gateway,Docker MCP Gateway: Argument injection via OCI image label YAML
CVE-2026-39044,RESERVED,Amazon Linux,gst-plugins-good,,mitre,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,62,1488,True,2026-06-19,3,"alas,alpine,debian",https://security-tracker.debian.org/tracker/CVE-2026-39044,alas:CVE-2026-39044;alpine:gst-plugins-good;debian:gst-plugins-good1.0,An integer overflow in the WAV parser (wavparse) when handling malformed WAV files with cue chunks. The vulnerability occurs during buffer size validation when calculating the expe
CVE-2026-39043,RESERVED,Amazon Linux,gst-plugins-good,,mitre,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,62,1488,True,2026-06-19,3,"alas,alpine,debian",https://security-tracker.debian.org/tracker/CVE-2026-39043,alas:CVE-2026-39043;alpine:gst-plugins-good;debian:gst-plugins-good1.0,Heap buffer overflow in the Matroska (MKV) demuxer when calculating decompressed buffer sizes for bz2-compressed tracks. The issue occurs due to missing parentheses in the buffer s
CVE-2026-50538,RESERVED,Amazon Linux,libvncserver,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,62,1488,True,2026-06-19,2,"alas,debian",https://security-tracker.debian.org/tracker/CVE-2026-50538,alas:CVE-2026-50538;debian:libvncserver,Attacker-controlled heap out-of-bounds write in libvncclient Tight decoder  NOTE: https://github.com/LibVNC/libvncserver/security/advisories/GHSA-v9pm-47h4-jcq8 DEBIANBUG: [1138253
CVE-2026-57168,RESERVED,,io.openremote,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-h3m5-97jq-qjrf,ghsa:GHSA-h3m5-97jq-qjrf;osv:Maven:io.openremote:openremote-manager,OpenRemote Manager: removeAlarms cross-realm IDOR (bulk delete)
CVE-2026-57442,RESERVED,,@bitbonsai/mcpvault,npm,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-9c83-rr99-vfwj,ghsa:GHSA-9c83-rr99-vfwj;osv:npm:@bitbonsai/mcpvault,"MCPVault: PathFilter restricted directories (.git/.obsidian/node_modules) only denied at vault root, not nested"
CVE-2026-55866,RESERVED,,github.com/authzed/spicedb,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-4vrg-r928-h5vv,ghsa:GHSA-4vrg-r928-h5vv;osv:Go:github.com/authzed/spicedb,SpiceDB: Checks involving relations with caveats can result in unconditional permission when conditional permission is expected
CVE-2026-55776,RESERVED,,github.com/openbao/openbao,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-8w8f-r2xv-4q4j,ghsa:GHSA-8w8f-r2xv-4q4j;osv:Go:github.com/openbao/openbao,OpenBao: Transit secrets engine crashes on key creation with `derived: true` for asymmetric key types
CVE-2026-55775,RESERVED,,github.com/openbao/openbao,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-mwr2-wmgp-crj6,ghsa:GHSA-mwr2-wmgp-crj6;osv:Go:github.com/openbao/openbao,OpenBao's System Backend allows Unauthorized Management of the containing Namespace
CVE-2026-55774,RESERVED,,github.com/openbao/openbao,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-c36x-h252-g9x2,ghsa:GHSA-c36x-h252-g9x2;osv:Go:github.com/openbao/openbao,"OpenBao: Cross-namespace lease revocation/renewal via canonical sys/leases/{revoke,renew} — incomplete fix of CVE-2026-45808"
CVE-2026-55770,RESERVED,,github.com/openbao/openbao,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-6mwx-4547-5vc9,ghsa:GHSA-6mwx-4547-5vc9;osv:Go:github.com/openbao/openbao,OpenBao: LDAPi ldaputil (wrong escape func)
CVE-2026-55692,RESERVED,,starcitizenwiki/embedvideo,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-5c7p-g73q-rpg5,ghsa:GHSA-5c7p-g73q-rpg5;osv:Packagist:starcitizenwiki/embedvideo,StarCitizenWiki Extension Embed Video: Stored XSS via malformed src url with $wgEmbedVideoRequireConsent enabled
CVE-2026-55650,RESERVED,,@outerbase/studio,npm,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-wwf9-7jrc-rv4q,ghsa:GHSA-wwf9-7jrc-rv4q;osv:npm:@outerbase/studio,Outerbase Studio: Stored XSS in Text Widget Leads to Authentication Token Exposure
CVE-2026-55185,RESERVED,,miniflux.app/v2,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-m999-j542-5w3r,ghsa:GHSA-m999-j542-5w3r;osv:Go:miniflux.app/v2,Open Redirect Bypass in miniflux-v2
CVE-2026-55847,RESERVED,,io.qameta.allure,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-gx93-m64w-5m6h,ghsa:GHSA-gx93-m64w-5m6h;osv:Maven:io.qameta.allure:allure-generator,Allure Report: Stored XSS via unescaped ANSI helper in status message/trace rendering
CVE-2026-55846,RESERVED,,io.qameta.allure,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-82cg-3hv7-74gc,ghsa:GHSA-82cg-3hv7-74gc;osv:Maven:io.qameta.allure:allure-commandline,Allure Report: Path Traversal in HTTP Server Allows Arbitrary File Read
CVE-2026-55837,RESERVED,,dbt-mcp,PyPI,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-jr33-mw75-7j8f,ghsa:GHSA-jr33-mw75-7j8f;osv:PyPI:dbt-mcp,dbt MCP Server: Unauthenticated OAuth Context Endpoint Leaks dbt Platform Tokens
CVE-2026-55828,RESERVED,,go.qbee.io/transport,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-f9m7-vc86-p6jj,ghsa:GHSA-f9m7-vc86-p6jj;osv:Go:go.qbee.io/transport,go.qbee.io/transport: Symlink-chain path traversal in tar extraction (one level outside destination)
CVE-2026-55795,RESERVED,,craftcms/commerce,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-h5gm-x9wr-vhcm,ghsa:GHSA-h5gm-x9wr-vhcm;osv:Packagist:craftcms/commerce,Craft Commerce: Coupon Code Brute-Force via Rate Limit Bypass
CVE-2026-55691,RESERVED,,starcitizenwiki/embedvideo,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-7h5p-637f-jfr7,ghsa:GHSA-7h5p-637f-jfr7;osv:Packagist:starcitizenwiki/embedvideo,StarCitizenWiki Extension Embed Video: Stored XSS via unsanitized class passed to template
CVE-2026-55690,RESERVED,,starcitizenwiki/embedvideo,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-c29q-5xm7-5p62,ghsa:GHSA-c29q-5xm7-5p62;osv:Packagist:starcitizenwiki/embedvideo,StarCitizenWiki Extension Embed Video: Stored XSS via unsanitized service name in exception text
CVE-2026-55091,RESERVED,,flat-to-nested,npm,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-hp36-v28f-w3r4,ghsa:GHSA-hp36-v28f-w3r4;osv:npm:flat-to-nested,flat-to-nested: Prototype pollution in flat-to-nested convert() via __proto__ parent/id key
CVE-2026-55832,RESERVED,,tract-onnx,crates.io,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-h668-6x6g-f8r5,ghsa:GHSA-h668-6x6g-f8r5;osv:crates.io:tract-onnx,tract: Arbitrary file read via unsanitized ONNX external_data `location` (path traversal) on model load in tract-onnx
CVE-2026-55414,RESERVED,,nl.nl-portal,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-xm3x-9cfw-jhx4,ghsa:GHSA-xm3x-9cfw-jhx4;osv:Maven:nl.nl-portal:form,NL Portal Backend Libraries: Unauthenticated form resolver forwards the privileged Objecten-API token to a caller-supplied URL (SSRF)
CVE-2026-55375,RESERVED,,jleehr/canto-saas-api,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-37pm-83g7-r22v,ghsa:GHSA-37pm-83g7-r22v;osv:Packagist:jleehr/canto-saas-api,canto-saas-api: OAuth credentials exposed in URL query string and exception messages
CVE-2026-55374,RESERVED,,jleehr/canto-saas-api,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,62,1488,True,2026-06-19,2,"ghsa,osv",https://github.com/advisories/GHSA-9qfv-wgh2-m6p8,ghsa:GHSA-9qfv-wgh2-m6p8;osv:Packagist:jleehr/canto-saas-api,canto-saas-api: Authenticated API requests can be redirected via unencoded path variables
CVE-2026-53615,RESERVED,Amazon Linux,util-linux,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,61,1464,True,2026-06-20,2,"alas,debian",https://security-tracker.debian.org/tracker/CVE-2026-53615,alas:CVE-2026-53615;debian:util-linux,Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
CVE-2026-36849,RESERVED,Amazon Linux,tiff,,mitre,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,61,1464,True,2026-06-20,2,"alas,debian",https://security-tracker.debian.org/tracker/CVE-2026-36849,alas:CVE-2026-36849;debian:tiff,Denial of Service via large SamplesPerPixel tag
CVE-2026-44517,RESERVED,Debian,podman,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-44517,alpine:podman;debian:golang-github-containers-buildah;ghsa:GHSA-49p4-px3h-rq49;osv:Go:github.com/containers/buildah,Build breakout using malicious Containerfile and Git Smart HTTP server or GitHub release tar archive
CVE-2026-46495,RESERVED,,org.openidentityplatform.opendj,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-43x2-g84q-fmqx,ghsa:GHSA-43x2-g84q-fmqx;osv:Maven:org.openidentityplatform.opendj:opendj-server-legacy,OpenDJ Pre-Auth RCE via Java Deserialization in JMX RMI
CVE-2026-46488,RESERVED,,motioneye,PyPI,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-r3cw-c95m-wfh9,ghsa:GHSA-r3cw-c95m-wfh9;osv:PyPI:motioneye,motionEye: Authentication possible via password hash
CVE-2026-44793,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-fhrq-3gmx-p879,ghsa:GHSA-fhrq-3gmx-p879;osv:Maven:org.openidentityplatform.openam:openam-federation-library,OpenAM SAML2 Cluster Cookie-Hash-Redirect Path has Pre-authentication Reflected XSS via `FSUtils.postToTarget`
CVE-2026-44778,RESERVED,,github.com/inspektor-gadget/inspektor-gadget,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-7cfq-5mhv-jrp9,ghsa:GHSA-7cfq-5mhv-jrp9;osv:Go:github.com/inspektor-gadget/inspektor-gadget,Inspektor Gadget: Unprivileged container can crash USDT note parser via crafted ELF (no shipped gadget affected)
CVE-2026-44203,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-fq9h-c788-fx73,ghsa:GHSA-fq9h-c788-fx73;osv:Maven:org.openidentityplatform.openam:openam-oauth2,OpenAM has pre-auth Reflected XSS in OAuth2 / OIDC response_mode=form_post via state parameter (FormPostResponse.ftl)
CVE-2026-44202,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-c556-q2mh-477v,ghsa:GHSA-c556-q2mh-477v;osv:Maven:org.openidentityplatform.openam:openam-core,OpenAM Authenticated Server-Side Request Forgery (SSRF) via `/sessionservice`
CVE-2026-44179,RESERVED,,com.xwiki.pro,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-w56x-9778-rppx,ghsa:GHSA-w56x-9778-rppx;osv:Maven:com.xwiki.pro:xwiki-pro-macros,xwiki-pro-macros has remote code execution from page title and content via excerpt-include macro
CVE-2026-41573,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,59,1416,True,2026-06-22,2,"ghsa,osv",https://github.com/advisories/GHSA-2vg8-q4c2-5cw3,ghsa:GHSA-2vg8-q4c2-5cw3;osv:Maven:org.openidentityplatform.openam:openam-core-rest,OpenAM has LDAP Injection via `_queryId` Parameter
CVE-2026-48496,RESERVED,,go.opentelemetry.io/ebpf-profiler,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-f2r5-5m7w-p5cx,ghsa:GHSA-f2r5-5m7w-p5cx;osv:Go:go.opentelemetry.io/ebpf-profiler,opentelemetry-ebpf-profiler: Unprivileged process can trigger a denial of service on the ebpf-profiler agent
CVE-2026-55863,RESERVED,,motioneye,PyPI,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-j67x-q29f-qcvv,ghsa:GHSA-j67x-q29f-qcvv;osv:PyPI:motioneye,motionEye's missing authentication on ActionHandler allows unauthenticated camera action execution
CVE-2026-54134,RESERVED,,octoprint,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-j4h9-pm27-4rfw,ghsa:GHSA-j4h9-pm27-4rfw;osv:PyPI:octoprint,OctoPrint has possible file exfiltration via query parameters on upload endpoints
CVE-2026-45049,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-r9pv-5rpp-vm8g,ghsa:GHSA-r9pv-5rpp-vm8g;osv:Maven:org.openidentityplatform.openam:openam-federation,OpenAM Unauthenticated Session Hijacking via Information Exposure in CDCServlet
CVE-2026-45048,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-vvhj-w2jq-263q,ghsa:GHSA-vvhj-w2jq-263q;osv:Maven:org.openidentityplatform.openam:openam-core,OpenAM Authenticated Privilege Escalation via Raw Token Disclosure Session RPC
CVE-2026-35163,RESERVED,,octoprint,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,58,1392,True,2026-06-23,2,"ghsa,osv",https://github.com/advisories/GHSA-p6qx-ghxm-389h,ghsa:GHSA-p6qx-ghxm-389h;osv:PyPI:octoprint,OctoPrint has XSS in its Suppressed Command Notifications
CVE-2026-53541,RESERVED,,github.com/OliveTin/OliveTin,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,57,1368,True,2026-06-24,2,"ghsa,osv",https://github.com/advisories/GHSA-prj9-97mp-mwh2,ghsa:GHSA-prj9-97mp-mwh2;osv:Go:github.com/OliveTin/OliveTin,OliveTin has Unvalidated `ot_`-prefixed Arguments that Bypass Input Filtering
CVE-2026-45052,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,57,1368,True,2026-06-24,2,"ghsa,osv",https://github.com/advisories/GHSA-p462-xxwx-pqf4,ghsa:GHSA-p462-xxwx-pqf4;osv:Maven:org.openidentityplatform.openam:openam-federation-library,OpenAM Pre-auth User Profile Tampering via Anonymous SOAP Authn in Liberty IDPP/Discovery Endpoints
CVE-2026-45051,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,57,1368,True,2026-06-24,2,"ghsa,osv",https://github.com/advisories/GHSA-6c99-87fr-6q7r,ghsa:GHSA-6c99-87fr-6q7r;osv:Maven:org.openidentityplatform.openam:openam-auth-webauthn,OpenAM: Pre-auth RCE via Java Deserialization in WebAuthn Authenticator Storage
CVE-2026-55556,RESERVED,Amazon Linux,rsyslog,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,56,1344,True,2026-06-25,2,"alas,debian",https://security-tracker.debian.org/tracker/CVE-2026-55556,alas:CVE-2026-55556;debian:rsyslog,"The issue is in the HTTP Basic Authentication parser used by imhttp. When decoding an oversized Basic Authentication header, instead of allocating len bytes. If imhttp Basic Authen"
CVE-2026-13324,RESERVED,Red Hat,geary,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,56,1344,True,2026-06-25,2,"debian,redhat",https://access.redhat.com/security/cve/CVE-2026-13324,debian:geary;redhat:CVE-2026-13324,geary: geary: Silent file attachment via ?attach= parameter
CVE-2026-48722,RESERVED,,io.nextflow,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,56,1344,True,2026-06-25,2,"ghsa,osv",https://github.com/advisories/GHSA-92qf-fcph-v5wr,ghsa:GHSA-92qf-fcph-v5wr;osv:Maven:io.nextflow:nextflow,nextflow auth login command has incorrect default permissions
CVE-2026-46560,RESERVED,,org.openidentityplatform.openam,Maven,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,56,1344,True,2026-06-25,2,"ghsa,osv",https://github.com/advisories/GHSA-386j-6m86-78f9,ghsa:GHSA-386j-6m86-78f9;osv:Maven:org.openidentityplatform.openam:openam-radius,OpenAM: Unauthenticated Authentication Bypass via RADIUS Spoofing
CVE-2026-46498,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,56,1344,True,2026-06-25,2,"ghsa,osv",https://github.com/advisories/GHSA-cj8f-2fhf-826r,ghsa:GHSA-cj8f-2fhf-826r;osv:Maven:org.openidentityplatform.openam:openam-oauth2,OpenAM Arbitrary OAuth Token Minting via Push Registration
CVE-2026-45794,RESERVED,,org.openidentityplatform.openam,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,56,1344,True,2026-06-25,2,"ghsa,osv",https://github.com/advisories/GHSA-pp89-732f-3g8q,ghsa:GHSA-pp89-732f-3g8q;osv:Maven:org.openidentityplatform.openam:openam-push-notification,OpenAM has Unsafe Java Deserialization via SNS
CVE-2026-48785,RESERVED,Debian,apptainer,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,55,1320,True,2026-06-26,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-48785,alpine:apptainer;debian:apptainer;ghsa:GHSA-cr2j-534f-mf3g;osv:Go:github.com/apptainer/apptainer,Apptainer has incorrect path matching for 'limit container paths' directive 
CVE-2026-48749,RESERVED,Debian,incus-feature,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,55,1320,True,2026-06-26,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-48749,alpine:incus-feature;debian:incus;ghsa:GHSA-2q3f-q5pq-g8wv;osv:Go:github.com/lxc/incus/v7/cmd/incusd,Incus has an arbitrary file read+write on host via rootfs/ symlink in malicious image
CVE-2026-48750,RESERVED,Debian,incus-feature,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,55,1320,True,2026-06-26,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-48750,alpine:incus-feature;debian:incus;ghsa:GHSA-73hr-m85f-64v9;osv:Go:github.com/lxc/incus/v7/cmd/incusd,Incus has an arbitrary file write on host via `exec-output` symlink in crafted image
CVE-2026-48751,RESERVED,Debian,incus-feature,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,55,1320,True,2026-06-26,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-48751,alpine:incus-feature;debian:incus;ghsa:GHSA-48q5-w887-33wv;osv:Go:github.com/lxc/incus/v7/cmd/incusd,Incus has a restricted project bypass leading to arbitrary command execution
CVE-2026-48752,RESERVED,Debian,incus-feature,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,55,1320,True,2026-06-26,4,"alpine,debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-48752,alpine:incus-feature;debian:incus;ghsa:GHSA-vxp5-584q-c479;osv:Go:github.com/lxc/incus/v7/cmd/incusd,Incus has arbitrary file read+write on host via templates/ symlink in malicious image
