cve_id,state,days_public,hours_public,public_date,clock_known,past_expectation,rule,rule_strength,rule_certainty,rule_basis,self_disclosed,own_feed_date,earliest_other_date,owner_nameable,veto_evaluated,clock_origin,advisory_date,advisory_days_public,sources,feed_count,indep_sources,single_origin,refs,advisory_url,vendor,package,ecosystem,description,state_verified_this_run
CVE-2026-57131,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-fq2m-6wqh-x44g;osv:PyPI:praisonai,https://github.com/advisories/GHSA-fq2m-6wqh-x44g,,praisonai,PyPI,PraisonAI: Jobs API exposes agent-execution endpoints with no authentication,True
CVE-2026-57129,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-2rcg-mm5h-xchx;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-2rcg-mm5h-xchx,,praisonaiagents,PyPI,PraisonAI: Arbitrary File Read via `@file:` Mention Path Traversal,True
CVE-2026-57127,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-j4hj-7hfh-g2f4;osv:PyPI:praisonai,https://github.com/advisories/GHSA-j4hj-7hfh-g2f4,,praisonai,PyPI,praisonai: recipe serve auth middleware silently disables itself when no secret is set,True
CVE-2026-57126,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-vxgj-xg5c-p4h7;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-vxgj-xg5c-p4h7,,praisonaiagents,PyPI,praisonaiagents: SSRF guard validates literal IPs only and never resolves DNS,True
CVE-2026-57125,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-4869-x4pr-q22x;osv:PyPI:praisonai,https://github.com/advisories/GHSA-4869-x4pr-q22x,,praisonai,PyPI,PraisonAI: Unauthenticated RCE via Jobs API + Approval Bypass,True
CVE-2026-57119,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-p4pj-vh7h-6cqh;osv:PyPI:praisonai,https://github.com/advisories/GHSA-p4pj-vh7h-6cqh,,praisonai,PyPI,PraisonAI: Unauthenticated Local File Inclusion via agent_file path in PraisonAI Jobs API,True
CVE-2026-57123,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-x227-pf99-vffg;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-x227-pf99-vffg,,praisonaiagents,PyPI,PraisonAI: MCP SSE transport binds 0.0.0.0 with no authentication and no Origin validation; bundled SecurityConfig is never wired in,True
CVE-2026-57120,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-pv2j-rghr-v5r9;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-pv2j-rghr-v5r9,,praisonaiagents,PyPI,PraisonAI: execute_code sandbox bypass: str.format C-level attribute access reads every blocklisted dunder,True
CVE-2026-57115,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-6h9p-93hq-q7h6;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-6h9p-93hq-q7h6,,praisonaiagents,PyPI,PraisonAI: SpiderTools redirect-target SSRF protection bypass,True
CVE-2026-57117,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-w6h2-fr4q-xvxv;osv:PyPI:praisonai,https://github.com/advisories/GHSA-w6h2-fr4q-xvxv,,praisonai,PyPI,PraisonAI: Compute-bridged file tools allow shell command injection,True
CVE-2026-56838,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-v847-hxxw-3pxg;osv:PyPI:praisonai,https://github.com/advisories/GHSA-v847-hxxw-3pxg,,praisonai,PyPI,PraisonAI recipe.run_stream skips dangerous-tool policy enforcement,True
CVE-2026-56840,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-63v4-w882-g4x2;osv:PyPI:praisonai,https://github.com/advisories/GHSA-63v4-w882-g4x2,,praisonai,PyPI,"PraisonAI: HTTPApproval dashboard renders tool arguments as raw HTML, allowing approval-page XSS to approve dangerous tools",True
CVE-2026-56837,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-fc26-m9pf-v56q;osv:PyPI:praisonai,https://github.com/advisories/GHSA-fc26-m9pf-v56q,,praisonai,PyPI,PraisonAI LinearBot processes unsigned webhooks when LINEAR_WEBHOOK_SECRET is missing,True
CVE-2026-56834,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-j7qx-p75m-wp7g;osv:PyPI:praisonai,https://github.com/advisories/GHSA-j7qx-p75m-wp7g,,praisonai,PyPI,PraisonAI dynamic-context artifact tools read arbitrary host files outside artifact storage,True
CVE-2026-56835,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-qvpf-j64c-jmhr;osv:PyPI:praisonai,https://github.com/advisories/GHSA-qvpf-j64c-jmhr,,praisonai,PyPI,PraisonAI Slack app_mention bypasses configured user/channel authorization,True
CVE-2026-56836,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-5qw8-f2g9-ff29;osv:PyPI:praisonai,https://github.com/advisories/GHSA-5qw8-f2g9-ff29,,praisonai,PyPI,PraisonAI recipe serve Typer command bypasses the non-localhost authentication guard,True
CVE-2026-57112,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-vmf9-xx9w-86wx;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-vmf9-xx9w-86wx,,praisonaiagents,PyPI,PraisonAI ToolsMCPServer legacy SSE transport accepts attacker Host/Origin and exposes registered tools,True
CVE-2026-56833,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-22cj-m4wf-fv2c;osv:PyPI:praisonai,https://github.com/advisories/GHSA-22cj-m4wf-fv2c,,praisonai,PyPI,PraisonAI Dynamic Context history and terminal tools read files outside configured storage via path traversal,True
CVE-2026-56832,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-8579-rgg5-ph2m;osv:PyPI:praisonai,https://github.com/advisories/GHSA-8579-rgg5-ph2m,,praisonai,PyPI,PraisonAI DiscordApproval accepts unrelated channel messages as dangerous-tool approvals,True
CVE-2026-57128,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-35w5-pcw4-jx94;osv:PyPI:praisonaiagents,https://github.com/advisories/GHSA-35w5-pcw4-jx94,,praisonaiagents,PyPI,PraisonAI: Unauthenticated Event Injection via SSE `/publish` Endpoint,True
CVE-2026-55617,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-94jp-7776-qj6q;osv:npm:hydrooj,https://github.com/advisories/GHSA-94jp-7776-qj6q,,hydrooj,npm,Hydro: Insufficient session expiration when recreating sessions,True
CVE-2026-55887,RESERVED,67,1608,2026-06-18,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-18,67,"ghsa,osv",2,1,True,ghsa:GHSA-r2xf-7jw5-pjg6;osv:Go:github.com/docker/mcp-gateway,https://github.com/advisories/GHSA-r2xf-7jw5-pjg6,,github.com/docker/mcp-gateway,Go,Docker MCP Gateway: Argument injection via OCI image label YAML,True
CVE-2026-39044,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"alas,alpine,debian",3,3,False,alas:CVE-2026-39044;alpine:gst-plugins-good;debian:gst-plugins-good1.0,https://security-tracker.debian.org/tracker/CVE-2026-39044,Amazon Linux,gst-plugins-good,,An integer overflow in the WAV parser (wavparse) when handling malformed WAV files with cue chunks.,True
CVE-2026-39043,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"alas,alpine,debian",3,3,False,alas:CVE-2026-39043;alpine:gst-plugins-good;debian:gst-plugins-good1.0,https://security-tracker.debian.org/tracker/CVE-2026-39043,Amazon Linux,gst-plugins-good,,Heap buffer overflow in the Matroska (MKV) demuxer when calculating decompressed buffer sizes for bz2-compressed tracks.,True
CVE-2026-57168,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-h3m5-97jq-qjrf;osv:Maven:io.openremote:openremote-manager,https://github.com/advisories/GHSA-h3m5-97jq-qjrf,,io.openremote,Maven,OpenRemote Manager: removeAlarms cross-realm IDOR (bulk delete),True
CVE-2026-57442,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-9c83-rr99-vfwj;osv:npm:@bitbonsai/mcpvault,https://github.com/advisories/GHSA-9c83-rr99-vfwj,,@bitbonsai/mcpvault,npm,"MCPVault: PathFilter restricted directories (.git/.obsidian/node_modules) only denied at vault root, not nested",True
CVE-2026-55866,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-4vrg-r928-h5vv;osv:Go:github.com/authzed/spicedb,https://github.com/advisories/GHSA-4vrg-r928-h5vv,,github.com/authzed/spicedb,Go,SpiceDB: Checks involving relations with caveats can result in unconditional permission when conditional permission is expected,True
CVE-2026-55776,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-8w8f-r2xv-4q4j;osv:Go:github.com/openbao/openbao,https://github.com/advisories/GHSA-8w8f-r2xv-4q4j,,github.com/openbao/openbao,Go,OpenBao: Transit secrets engine crashes on key creation with `derived: true` for asymmetric key types,True
CVE-2026-55775,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-mwr2-wmgp-crj6;osv:Go:github.com/openbao/openbao,https://github.com/advisories/GHSA-mwr2-wmgp-crj6,,github.com/openbao/openbao,Go,OpenBao's System Backend allows Unauthorized Management of the containing Namespace,True
CVE-2026-55774,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-c36x-h252-g9x2;osv:Go:github.com/openbao/openbao,https://github.com/advisories/GHSA-c36x-h252-g9x2,,github.com/openbao/openbao,Go,"OpenBao: Cross-namespace lease revocation/renewal via canonical sys/leases/{revoke,renew} — incomplete fix of CVE-2026-45808",True
CVE-2026-55770,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-6mwx-4547-5vc9;osv:Go:github.com/openbao/openbao,https://github.com/advisories/GHSA-6mwx-4547-5vc9,,github.com/openbao/openbao,Go,OpenBao: LDAPi ldaputil (wrong escape func),True
CVE-2026-55692,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-5c7p-g73q-rpg5;osv:Packagist:starcitizenwiki/embedvideo,https://github.com/advisories/GHSA-5c7p-g73q-rpg5,,starcitizenwiki/embedvideo,Packagist,StarCitizenWiki Extension Embed Video: Stored XSS via malformed src url with $wgEmbedVideoRequireConsent enabled,True
CVE-2026-55650,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-wwf9-7jrc-rv4q;osv:npm:@outerbase/studio,https://github.com/advisories/GHSA-wwf9-7jrc-rv4q,,@outerbase/studio,npm,Outerbase Studio: Stored XSS in Text Widget Leads to Authentication Token Exposure,True
CVE-2026-55847,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-gx93-m64w-5m6h;osv:Maven:io.qameta.allure:allure-generator,https://github.com/advisories/GHSA-gx93-m64w-5m6h,,io.qameta.allure,Maven,Allure Report: Stored XSS via unescaped ANSI helper in status message/trace rendering,True
CVE-2026-55846,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-82cg-3hv7-74gc;osv:Maven:io.qameta.allure:allure-commandline,https://github.com/advisories/GHSA-82cg-3hv7-74gc,,io.qameta.allure,Maven,Allure Report: Path Traversal in HTTP Server Allows Arbitrary File Read,True
CVE-2026-55837,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,True,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-jr33-mw75-7j8f;osv:PyPI:dbt-mcp,https://github.com/advisories/GHSA-jr33-mw75-7j8f,,dbt-mcp,PyPI,dbt MCP Server: Unauthenticated OAuth Context Endpoint Leaks dbt Platform Tokens,True
CVE-2026-55828,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-f9m7-vc86-p6jj;osv:Go:go.qbee.io/transport,https://github.com/advisories/GHSA-f9m7-vc86-p6jj,,go.qbee.io/transport,Go,go.qbee.io/transport: Symlink-chain path traversal in tar extraction (one level outside destination),True
CVE-2026-55795,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-h5gm-x9wr-vhcm;osv:Packagist:craftcms/commerce,https://github.com/advisories/GHSA-h5gm-x9wr-vhcm,,craftcms/commerce,Packagist,Craft Commerce: Coupon Code Brute-Force via Rate Limit Bypass,True
CVE-2026-55691,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-7h5p-637f-jfr7;osv:Packagist:starcitizenwiki/embedvideo,https://github.com/advisories/GHSA-7h5p-637f-jfr7,,starcitizenwiki/embedvideo,Packagist,StarCitizenWiki Extension Embed Video: Stored XSS via unsanitized class passed to template,True
CVE-2026-55690,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-c29q-5xm7-5p62;osv:Packagist:starcitizenwiki/embedvideo,https://github.com/advisories/GHSA-c29q-5xm7-5p62,,starcitizenwiki/embedvideo,Packagist,StarCitizenWiki Extension Embed Video: Stored XSS via unsanitized service name in exception text,True
CVE-2026-55091,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-hp36-v28f-w3r4;osv:npm:flat-to-nested,https://github.com/advisories/GHSA-hp36-v28f-w3r4,,flat-to-nested,npm,flat-to-nested: Prototype pollution in flat-to-nested convert() via __proto__ parent/id key,True
CVE-2026-55832,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-h668-6x6g-f8r5;osv:crates.io:tract-onnx,https://github.com/advisories/GHSA-h668-6x6g-f8r5,,tract-onnx,crates.io,tract: Arbitrary file read via unsanitized ONNX external_data `location` (path traversal) on model load in tract-onnx,True
CVE-2026-55414,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-xm3x-9cfw-jhx4;osv:Maven:nl.nl-portal:form,https://github.com/advisories/GHSA-xm3x-9cfw-jhx4,,nl.nl-portal,Maven,NL Portal Backend Libraries: Unauthenticated form resolver forwards the privileged Objecten-API token to a caller-supplied URL (SSRF),True
CVE-2026-55375,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-37pm-83g7-r22v;osv:Packagist:jleehr/canto-saas-api,https://github.com/advisories/GHSA-37pm-83g7-r22v,,jleehr/canto-saas-api,Packagist,canto-saas-api: OAuth credentials exposed in URL query string and exception messages,True
CVE-2026-55374,RESERVED,66,1584,2026-06-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-19,66,"ghsa,osv",2,1,True,ghsa:GHSA-9qfv-wgh2-m6p8;osv:Packagist:jleehr/canto-saas-api,https://github.com/advisories/GHSA-9qfv-wgh2-m6p8,,jleehr/canto-saas-api,Packagist,canto-saas-api: Authenticated API requests can be redirected via unencoded path variables,True
CVE-2026-36849,RESERVED,65,1560,2026-06-20,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-20,65,"alas,debian",2,2,False,alas:CVE-2026-36849;debian:tiff,https://security-tracker.debian.org/tracker/CVE-2026-36849,Amazon Linux,tiff,,Denial of Service via large SamplesPerPixel tag,True
CVE-2026-53615,RESERVED,65,1560,2026-06-20,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-20,65,"alas,csaf,debian",3,3,False,alas:CVE-2026-53615;csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2026-2938	https://wid.cert-bund.de/.well-known/csaf/white/2026/wid-sec-w-2026-2938.json;debian:util-linux,https://security-tracker.debian.org/tracker/CVE-2026-53615,Amazon Linux,util-linux,,Integer Overflow or Wraparound in libblkid/src/partitions/dos.c,True
CVE-2026-46495,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-43x2-g84q-fmqx;osv:Maven:org.openidentityplatform.opendj:opendj-server-legacy,https://github.com/advisories/GHSA-43x2-g84q-fmqx,,org.openidentityplatform.opendj,Maven,OpenDJ Pre-Auth RCE via Java Deserialization in JMX RMI,True
CVE-2026-46488,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,True,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-r3cw-c95m-wfh9;osv:PyPI:motioneye,https://github.com/advisories/GHSA-r3cw-c95m-wfh9,,motioneye,PyPI,motionEye: Authentication possible via password hash,True
CVE-2026-44793,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-fhrq-3gmx-p879;osv:Maven:org.openidentityplatform.openam:openam-federation-library,https://github.com/advisories/GHSA-fhrq-3gmx-p879,,org.openidentityplatform.openam,Maven,OpenAM SAML2 Cluster Cookie-Hash-Redirect Path has Pre-authentication Reflected XSS via `FSUtils.postToTarget`,True
CVE-2026-44778,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-7cfq-5mhv-jrp9;osv:Go:github.com/inspektor-gadget/inspektor-gadget,https://github.com/advisories/GHSA-7cfq-5mhv-jrp9,,github.com/inspektor-gadget/inspektor-gadget,Go,Inspektor Gadget: Unprivileged container can crash USDT note parser via crafted ELF (no shipped gadget affected),True
CVE-2026-44203,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-fq9h-c788-fx73;osv:Maven:org.openidentityplatform.openam:openam-oauth2,https://github.com/advisories/GHSA-fq9h-c788-fx73,,org.openidentityplatform.openam,Maven,OpenAM has pre-auth Reflected XSS in OAuth2 / OIDC response_mode=form_post via state parameter (FormPostResponse.ftl),True
CVE-2026-44202,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-c556-q2mh-477v;osv:Maven:org.openidentityplatform.openam:openam-core,https://github.com/advisories/GHSA-c556-q2mh-477v,,org.openidentityplatform.openam,Maven,OpenAM Authenticated Server-Side Request Forgery (SSRF) via `/sessionservice`,True
CVE-2026-44179,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-w56x-9778-rppx;osv:Maven:com.xwiki.pro:xwiki-pro-macros,https://github.com/advisories/GHSA-w56x-9778-rppx,,com.xwiki.pro,Maven,xwiki-pro-macros has remote code execution from page title and content via excerpt-include macro,True
CVE-2026-41573,RESERVED,63,1512,2026-06-22,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-22,63,"ghsa,osv",2,1,True,ghsa:GHSA-2vg8-q4c2-5cw3;osv:Maven:org.openidentityplatform.openam:openam-core-rest,https://github.com/advisories/GHSA-2vg8-q4c2-5cw3,,org.openidentityplatform.openam,Maven,OpenAM has LDAP Injection via `_queryId` Parameter,True
CVE-2026-48496,RESERVED,62,1488,2026-06-23,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-23,62,"ghsa,osv",2,1,True,ghsa:GHSA-f2r5-5m7w-p5cx;osv:Go:go.opentelemetry.io/ebpf-profiler,https://github.com/advisories/GHSA-f2r5-5m7w-p5cx,,go.opentelemetry.io/ebpf-profiler,Go,opentelemetry-ebpf-profiler: Unprivileged process can trigger a denial of service on the ebpf-profiler agent,True
CVE-2026-55863,RESERVED,62,1488,2026-06-23,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,True,advisory,2026-06-23,62,"ghsa,osv",2,1,True,ghsa:GHSA-j67x-q29f-qcvv;osv:PyPI:motioneye,https://github.com/advisories/GHSA-j67x-q29f-qcvv,,motioneye,PyPI,motionEye's missing authentication on ActionHandler allows unauthenticated camera action execution,True
CVE-2026-45049,RESERVED,62,1488,2026-06-23,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-23,62,"ghsa,osv",2,1,True,ghsa:GHSA-r9pv-5rpp-vm8g;osv:Maven:org.openidentityplatform.openam:openam-federation,https://github.com/advisories/GHSA-r9pv-5rpp-vm8g,,org.openidentityplatform.openam,Maven,OpenAM Unauthenticated Session Hijacking via Information Exposure in CDCServlet,True
CVE-2026-45048,RESERVED,62,1488,2026-06-23,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-23,62,"ghsa,osv",2,1,True,ghsa:GHSA-vvhj-w2jq-263q;osv:Maven:org.openidentityplatform.openam:openam-core,https://github.com/advisories/GHSA-vvhj-w2jq-263q,,org.openidentityplatform.openam,Maven,OpenAM Authenticated Privilege Escalation via Raw Token Disclosure Session RPC,True
CVE-2026-45052,RESERVED,61,1464,2026-06-24,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-24,61,"ghsa,osv",2,1,True,ghsa:GHSA-p462-xxwx-pqf4;osv:Maven:org.openidentityplatform.openam:openam-federation-library,https://github.com/advisories/GHSA-p462-xxwx-pqf4,,org.openidentityplatform.openam,Maven,OpenAM Pre-auth User Profile Tampering via Anonymous SOAP Authn in Liberty IDPP/Discovery Endpoints,True
CVE-2026-45051,RESERVED,61,1464,2026-06-24,True,True,4.5.1.6,SHOULD,unmeasurable,inferred-owner,False,,,False,False,advisory,2026-06-24,61,"ghsa,osv",2,1,True,ghsa:GHSA-6c99-87fr-6q7r;osv:Maven:org.openidentityplatform.openam:openam-auth-webauthn,https://github.com/advisories/GHSA-6c99-87fr-6q7r,,org.openidentityplatform.openam,Maven,OpenAM: Pre-auth RCE via Java Deserialization in WebAuthn Authenticator Storage,True
CVE-2026-55556,RESERVED,60,1440,2026-06-25,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,True,advisory,2026-06-25,60,"alas,debian",2,2,False,alas:CVE-2026-55556;debian:rsyslog,https://security-tracker.debian.org/tracker/CVE-2026-55556,Amazon Linux,rsyslog,,The issue is in the HTTP Basic Authentication parser used by imhttp.,True
CVE-2026-13324,RESERVED,60,1440,2026-06-25,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-25,60,"debian,redhat",2,2,False,debian:geary;redhat:CVE-2026-13324,https://access.redhat.com/security/cve/CVE-2026-13324,Red Hat,geary,,geary: geary: Silent file attachment via ?attach= parameter,True
