cve_id,state,days_public,hours_public,public_date,clock_known,past_expectation,rule,rule_strength,rule_certainty,rule_basis,self_disclosed,own_feed_date,earliest_other_date,owner_nameable,veto_evaluated,clock_origin,advisory_date,advisory_days_public,sources,feed_count,refs,advisory_url,source_urls,vendor,package,ecosystem,description,state_verified_this_run
CVE-2026-46636,RESERVED,92,2208,2026-05-27,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-05-27,92,"debian,ghsa-repos",2,debian:php-twig;ghsa-repos:twigphp/Twig	GHSA-529h-vh3j-85hq,https://security-tracker.debian.org/tracker/CVE-2026-46636,"{'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-46636', 'ghsa-repos': 'https://github.com/twigphp/Twig/security/advisories/GHSA-529h-vh3j-85hq'}",Debian,php-twig,,twigphp/Twig repository advisory GHSA-529h-vh3j-85hq,True
CVE-2026-38739,RESERVED,90,2160,2026-05-29,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-05-29,90,"ghsa,osv",2,ghsa:GHSA-xg9x-h37w-h3r3;osv:Packagist:ezsystems/ezpublish-legacy,https://github.com/advisories/GHSA-xg9x-h37w-h3r3,"{'ghsa': 'https://github.com/advisories/GHSA-xg9x-h37w-h3r3', 'osv': 'https://osv.dev/list?q=CVE-2026-38739'}",,ezsystems/ezpublish-legacy,Packagist,ezsystems/ezpublish-legacy has a SQL injection in dfscleanup,True
CVE-2026-41438,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41438;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41438,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41438.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41438'}",Amazon Linux,qemu,,"The vulnerability is a 16-bit integer wrap: when sizeof(*pe) + lv->name_size exceeds UINT16_MAX, the pe->size field (uint16_t) wraps, leading to memory corruption in the QEMU process.",True
CVE-2026-41435,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41435;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41435,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41435.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41435'}",Amazon Linux,qemu,,Qemu buffer overrun in hw/uefi,True
CVE-2026-41440,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41440;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41440,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41440.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41440'}",Amazon Linux,qemu,,hw/uefi: add var-service-auth.c,True
CVE-2026-49390,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,alpine,debian,ghsa-repos",4,alas:CVE-2026-49390;alpine:netatalk;debian:netatalk;ghsa-repos:Netatalk/netatalk	GHSA-mr8x-76wr-q995,https://security-tracker.debian.org/tracker/CVE-2026-49390,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-49390.html', 'alpine': 'https://security.alpinelinux.org/vuln/CVE-2026-49390', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-49390', 'ghsa-repos': 'https://github.com/Netatalk/netatalk/security/advisories/GHSA-mr8x-76wr-q995'}",Amazon Linux,netatalk,,The server quantum option in afp.conf is not range-validated during configuration parsing.,True
CVE-2026-41436,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41436;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41436,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41436.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41436'}",Amazon Linux,qemu,,hw/uefi: verify pio_xfer_offset before calculating buffer checksum,True
CVE-2026-41437,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41437;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41437,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41437.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41437'}",Amazon Linux,qemu,,Potential out-of-bound read.,True
CVE-2026-8341,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-8341;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-8341,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-8341.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-8341'}",Amazon Linux,qemu,,Qemu integer underflow in hw/uefi,True
CVE-2026-41439,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"alas,debian",2,alas:CVE-2026-41439;debian:qemu,https://security-tracker.debian.org/tracker/CVE-2026-41439,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-41439.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-41439'}",Amazon Linux,qemu,,hw/uefi: verify data size before accessing it in wrap_pkcs7,True
CVE-2026-48019,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"debian,ghsa-repos",2,debian:php-laravel-framework;ghsa-repos:laravel/framework	GHSA-5vg9-5847-vvmq,https://security-tracker.debian.org/tracker/CVE-2026-48019,"{'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-48019', 'ghsa-repos': 'https://github.com/laravel/framework/security/advisories/GHSA-5vg9-5847-vvmq'}",Debian,php-laravel-framework,,laravel/framework repository advisory GHSA-5vg9-5847-vvmq,True
CVE-2026-50553,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"ghsa,ghsa-repos,osv",3,ghsa-repos:enchant97/note-mark	GHSA-rqrh-8wpv-x7hh;ghsa:GHSA-rqrh-8wpv-x7hh;osv:Go:github.com/enchant97/note-mark/backend,https://github.com/enchant97/note-mark/security/advisories/GHSA-rqrh-8wpv-x7hh,"{'ghsa': 'https://github.com/advisories/GHSA-rqrh-8wpv-x7hh', 'ghsa-repos': 'https://github.com/enchant97/note-mark/security/advisories/GHSA-rqrh-8wpv-x7hh', 'osv': 'https://osv.dev/list?q=CVE-2026-50553'}",,github.com/enchant97/note-mark/backend,Go,Note Mark: Path traversal via unsanitized book/note slug in migrate export (sibling of GHSA-g49p),True
CVE-2026-50554,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"ghsa,ghsa-repos,osv",3,ghsa-repos:enchant97/note-mark	GHSA-588f-fvcv-xhvf;ghsa:GHSA-588f-fvcv-xhvf;osv:Go:github.com/enchant97/note-mark/backend,https://github.com/enchant97/note-mark/security/advisories/GHSA-588f-fvcv-xhvf,"{'ghsa': 'https://github.com/advisories/GHSA-588f-fvcv-xhvf', 'ghsa-repos': 'https://github.com/enchant97/note-mark/security/advisories/GHSA-588f-fvcv-xhvf', 'osv': 'https://osv.dev/list?q=CVE-2026-50554'}",,github.com/enchant97/note-mark/backend,Go,Note Mark: Unauthenticated disclosure of soft-deleted note metadata via deleted=true on public books,True
CVE-2026-54355,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:MapServer/MapServer	GHSA-xqj6-vjqr-33vv,https://github.com/MapServer/MapServer/security/advisories/GHSA-xqj6-vjqr-33vv,{'ghsa-repos': 'https://github.com/MapServer/MapServer/security/advisories/GHSA-xqj6-vjqr-33vv'},,,,MapServer/MapServer repository advisory GHSA-xqj6-vjqr-33vv,True
CVE-2026-54354,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:MapServer/MapServer	GHSA-xp29-8wp5-wc3p,https://github.com/MapServer/MapServer/security/advisories/GHSA-xp29-8wp5-wc3p,{'ghsa-repos': 'https://github.com/MapServer/MapServer/security/advisories/GHSA-xp29-8wp5-wc3p'},,,,MapServer/MapServer repository advisory GHSA-xp29-8wp5-wc3p,True
CVE-2026-50199,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:ellite/Wallos	GHSA-5wf4-m4hj-rxj5,https://github.com/ellite/Wallos/security/advisories/GHSA-5wf4-m4hj-rxj5,{'ghsa-repos': 'https://github.com/ellite/Wallos/security/advisories/GHSA-5wf4-m4hj-rxj5'},,,,ellite/Wallos repository advisory GHSA-5wf4-m4hj-rxj5,True
CVE-2026-50198,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:ellite/Wallos	GHSA-hggr-v8rm-c6jj,https://github.com/ellite/Wallos/security/advisories/GHSA-hggr-v8rm-c6jj,{'ghsa-repos': 'https://github.com/ellite/Wallos/security/advisories/GHSA-hggr-v8rm-c6jj'},,,,ellite/Wallos repository advisory GHSA-hggr-v8rm-c6jj,True
CVE-2026-49249,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:malach-it/boruta-server	GHSA-q428-ch8m-94gg,https://github.com/malach-it/boruta-server/security/advisories/GHSA-q428-ch8m-94gg,{'ghsa-repos': 'https://github.com/malach-it/boruta-server/security/advisories/GHSA-q428-ch8m-94gg'},,,,malach-it/boruta-server repository advisory GHSA-q428-ch8m-94gg,True
CVE-2026-53635,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,ghsa-repos,1,ghsa-repos:openedx/openedx-platform	GHSA-rqq6-w4pv-7pjv,https://github.com/openedx/openedx-platform/security/advisories/GHSA-rqq6-w4pv-7pjv,{'ghsa-repos': 'https://github.com/openedx/openedx-platform/security/advisories/GHSA-rqq6-w4pv-7pjv'},,,,openedx/openedx-platform repository advisory GHSA-rqq6-w4pv-7pjv,True
CVE-2026-28574,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android:platform/packages/modules/Nfc;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-28574,{'osv': 'https://osv.dev/list?q=CVE-2026-28574'},,platform/packages/modules/Nfc,Android,"In onServiceConnected of HostEmulationManager.java, there is a possible way to perform BAL due to a race condition.",True
CVE-2026-21538,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21538,{'osv': 'https://osv.dev/list?q=CVE-2026-21538'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21541,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21541,{'osv': 'https://osv.dev/list?q=CVE-2026-21541'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21542,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21542,{'osv': 'https://osv.dev/list?q=CVE-2026-21542'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21545,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21545,{'osv': 'https://osv.dev/list?q=CVE-2026-21545'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21539,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21539,{'osv': 'https://osv.dev/list?q=CVE-2026-21539'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21540,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21540,{'osv': 'https://osv.dev/list?q=CVE-2026-21540'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21543,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21543,{'osv': 'https://osv.dev/list?q=CVE-2026-21543'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21544,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21544,{'osv': 'https://osv.dev/list?q=CVE-2026-21544'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21546,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21546,{'osv': 'https://osv.dev/list?q=CVE-2026-21546'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-21547,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,"osv,samsung",2,osv:Android::unknown:;samsung:SMR-Jun-2026,https://osv.dev/list?q=CVE-2026-21547,{'osv': 'https://osv.dev/list?q=CVE-2026-21547'},,,Android,Samsung SMR Jun 2026,True
CVE-2026-23787,RESERVED,87,2088,2026-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-01,87,samsung,1,samsung:SMR-Jun-2026,https://www.cve.org/CVERecord?id=CVE-2026-23787,{},,,,Samsung SMR Jun 2026,True
CVE-2026-11053,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"debian,msrc,redhat",3,debian:chromium;msrc:msrc:2026-Jun;redhat:CVE-2026-11053,https://access.redhat.com/security/cve/CVE-2026-11053,"{'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-11053', 'msrc': 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-11053', 'redhat': 'https://access.redhat.com/security/cve/CVE-2026-11053'}",Microsoft,chromium,,chromium-browser: chromium-browser: VULNERABILITY in WebRTC,True
CVE-2026-11099,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"debian,msrc,redhat",3,debian:chromium;msrc:msrc:2026-Jun;redhat:CVE-2026-11099,https://access.redhat.com/security/cve/CVE-2026-11099,"{'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-11099', 'msrc': 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-11099', 'redhat': 'https://access.redhat.com/security/cve/CVE-2026-11099'}",Microsoft,chromium,,chromium-browser: chromium-browser: Vulnerability in Skia,True
CVE-2026-53956,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:conda/rattler	GHSA-h672-p7h7-97v9;ghsa:GHSA-h672-p7h7-97v9;osv:PyPI:rattler_cache,https://github.com/conda/rattler/security/advisories/GHSA-h672-p7h7-97v9,"{'ghsa': 'https://github.com/advisories/GHSA-h672-p7h7-97v9', 'ghsa-repos': 'https://github.com/conda/rattler/security/advisories/GHSA-h672-p7h7-97v9', 'osv': 'https://osv.dev/list?q=CVE-2026-53956'}",,rattler_cache,PyPI,Rattler vulnerable to package cache path traversal via conda package build string,True
CVE-2026-52777,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-9369-69wj-7m2f;ghsa:GHSA-9369-69wj-7m2f;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-9369-69wj-7m2f,"{'ghsa': 'https://github.com/advisories/GHSA-9369-69wj-7m2f', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-9369-69wj-7m2f', 'osv': 'https://osv.dev/list?q=CVE-2026-52777'}",,yeswiki/yeswiki,Packagist,YesWiki Vulnerable to Authenticated PHP Object Injection in BazarImportAction via unserialize,True
CVE-2026-52775,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-4pf7-cc4r-g63h;ghsa:GHSA-4pf7-cc4r-g63h;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-4pf7-cc4r-g63h,"{'ghsa': 'https://github.com/advisories/GHSA-4pf7-cc4r-g63h', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-4pf7-cc4r-g63h', 'osv': 'https://osv.dev/list?q=CVE-2026-52775'}",,yeswiki/yeswiki,Packagist,YesWiki has Authenticated SQL Injection via ReactionManager,True
CVE-2026-52774,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-r5xw-gcgw-hwp5;ghsa:GHSA-r5xw-gcgw-hwp5;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-r5xw-gcgw-hwp5,"{'ghsa': 'https://github.com/advisories/GHSA-r5xw-gcgw-hwp5', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-r5xw-gcgw-hwp5', 'osv': 'https://osv.dev/list?q=CVE-2026-52774'}",,yeswiki/yeswiki,Packagist,YesWiki Vulnerable to Reflected XSS via Unescaped `id` Parameter in Bazar Widget HTML Attributes,True
CVE-2026-52773,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-35f3-pg38-486f;ghsa:GHSA-35f3-pg38-486f;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-35f3-pg38-486f,"{'ghsa': 'https://github.com/advisories/GHSA-35f3-pg38-486f', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-35f3-pg38-486f', 'osv': 'https://osv.dev/list?q=CVE-2026-52773'}",,yeswiki/yeswiki,Packagist,YesWiki Vulnerable to Reflected XSS via Unescaped Archived-Revision `time` Parameter in `handlers/page/show.php`,True
CVE-2026-52772,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-xc7j-3g8q-9vh4;ghsa:GHSA-xc7j-3g8q-9vh4;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-xc7j-3g8q-9vh4,"{'ghsa': 'https://github.com/advisories/GHSA-xc7j-3g8q-9vh4', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-xc7j-3g8q-9vh4', 'osv': 'https://osv.dev/list?q=CVE-2026-52772'}",,yeswiki/yeswiki,Packagist,YesWiki has stored XSS in Bazar form-field templates via unescaped field.label / field.hint (|raw('html')),True
CVE-2026-52771,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-8f2v-2qhj-gfwg;ghsa:GHSA-8f2v-2qhj-gfwg;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-8f2v-2qhj-gfwg,"{'ghsa': 'https://github.com/advisories/GHSA-8f2v-2qhj-gfwg', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-8f2v-2qhj-gfwg', 'osv': 'https://osv.dev/list?q=CVE-2026-52771'}",,yeswiki/yeswiki,Packagist,YesWiki: Second-Order SQL Injection in Page Delete API via Unescaped Page Tag (`ApiController::deletePage`),True
CVE-2026-52770,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-qg78-vmvc-fhjw;ghsa:GHSA-qg78-vmvc-fhjw;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-qg78-vmvc-fhjw,"{'ghsa': 'https://github.com/advisories/GHSA-qg78-vmvc-fhjw', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-qg78-vmvc-fhjw', 'osv': 'https://osv.dev/list?q=CVE-2026-52770'}",,yeswiki/yeswiki,Packagist,YesWiki: SQL Injection possible through public Bazar entry-listing APIs via numeric `query`/`queries` filters,True
CVE-2026-52769,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-vw42-752g-5mrp;ghsa:GHSA-vw42-752g-5mrp;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-vw42-752g-5mrp,"{'ghsa': 'https://github.com/advisories/GHSA-vw42-752g-5mrp', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-vw42-752g-5mrp', 'osv': 'https://osv.dev/list?q=CVE-2026-52769'}",,yeswiki/yeswiki,Packagist,YesWiki has Unauthenticated Server-Side Request Forgery via ActivityPub `Signature.keyId`,True
CVE-2026-52767,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-mv28-wj57-f57g;ghsa:GHSA-mv28-wj57-f57g;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-mv28-wj57-f57g,"{'ghsa': 'https://github.com/advisories/GHSA-mv28-wj57-f57g', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-mv28-wj57-f57g', 'osv': 'https://osv.dev/list?q=CVE-2026-52767'}",,yeswiki/yeswiki,Packagist,YesWiki Vulnerable to Unauthenticated ActivityPub Signature-Verification Bypass via `!openssl_verify(...)` accepting `int(-1)`,True
CVE-2026-52766,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-6x7x-gcmf-7r8x;ghsa:GHSA-6x7x-gcmf-7r8x;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-6x7x-gcmf-7r8x,"{'ghsa': 'https://github.com/advisories/GHSA-6x7x-gcmf-7r8x', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-6x7x-gcmf-7r8x', 'osv': 'https://osv.dev/list?q=CVE-2026-52766'}",,yeswiki/yeswiki,Packagist,YesWiki vulnerable to unauthenticated arbitrary page deletion via `{{erasespamedcomments}}` action,True
CVE-2026-52763,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-89v6-j5x6-cmj3;ghsa:GHSA-89v6-j5x6-cmj3;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-89v6-j5x6-cmj3,"{'ghsa': 'https://github.com/advisories/GHSA-89v6-j5x6-cmj3', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-89v6-j5x6-cmj3', 'osv': 'https://osv.dev/list?q=CVE-2026-52763'}",,yeswiki/yeswiki,Packagist,YesWiki: SQL injection via the `recentchanges` action `period` argument leads to arbitrary DB read,True
CVE-2026-52762,RESERVED,86,2064,2026-06-02,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-06-02,86,"ghsa,ghsa-repos,osv",3,ghsa-repos:YesWiki/yeswiki	GHSA-65p8-9433-jpcp;ghsa:GHSA-65p8-9433-jpcp;osv:Packagist:yeswiki/yeswiki,https://github.com/YesWiki/yeswiki/security/advisories/GHSA-65p8-9433-jpcp,"{'ghsa': 'https://github.com/advisories/GHSA-65p8-9433-jpcp', 'ghsa-repos': 'https://github.com/YesWiki/yeswiki/security/advisories/GHSA-65p8-9433-jpcp', 'osv': 'https://osv.dev/list?q=CVE-2026-52762'}",,yeswiki/yeswiki,Packagist,YesWiki: Authenticated (Admin) Server-Side Template Injection to Remote Code Execution via Bazar Semantic Templates,True
